movieid,title,cluster_no
1275,Highlander,3
1276,Cool Hand Luke,0
1277,Cyrano de Bergerac,10
1278,Young Frankenstein,7
1279,Night on Earth,1
1280,Raise the Red Lantern (Da hong deng long gao gao gua),0
1281,"Great Dictator, The",1
1282,Fantasia,4
1283,High Noon,0
1284,"Big Sleep, The",5
1285,Heathers,7
1286,Somewhere in Time,12
1287,Ben-Hur,3
1288,This Is Spinal Tap,7
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),8
1290,Some Kind of Wonderful,12
1291,Indiana Jones and the Last Crusade,3
1292,Being There,1
1293,Gandhi,0
1295,"Unbearable Lightness of Being, The",0
1296,"Room with a View, A",12
1297,Real Genius,7
1298,Pink Floyd: The Wall,0
1299,"Killing Fields, The",0
1300,My Life as a Dog (Mitt liv som hund),1
1301,Forbidden Planet,0
1302,Field of Dreams,4
1303,"Man Who Would Be King, The",0
1304,Butch Cassidy and the Sundance Kid,14
1305,"Paris, Texas",12
1306,Until the End of the World (Bis ans Ende der Welt),13
1307,When Harry Met Sally...,11
1310,Hype!,8
1312,Female Perversions,0
1318,Blue Juice,1
1320,Alien³ (a.k.a. Alien 3),15
1321,"American Werewolf in London, An",2
1322,Amityville 1992: It's About Time,2
1323,Amityville 3-D,2
1324,Amityville: Dollhouse,2
1325,Amityville: A New Generation,2
1326,Amityville II: The Possession,2
1327,"Amityville Horror, The",6
1328,"Amityville Curse, The",2
1329,Blood for Dracula (Andy Warhol's Dracula),2
1330,April Fool's Day,2
1331,Audrey Rose,2
1332,"Believers, The",2
1333,"Birds, The",2
1334,"Blob, The",15
1335,Blood Beach,2
1336,Body Parts,2
1337,"Body Snatcher, The",6
1339,Dracula (Bram Stoker's Dracula),2
1340,"Bride of Frankenstein, The (Bride of Frankenstein)",15
1341,Burnt Offerings,2
1342,Candyman,2
1343,Cape Fear,5
1344,Cape Fear,9
1345,Carrie,6
1346,Cat People,0
1347,"Nightmare on Elm Street, A",2
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",2
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),2
1350,"Omen, The",2
1351,Blood and Wine (Blood & Wine),9
1352,Albino Alligator,5
1353,"Mirror Has Two Faces, The",10
1354,Breaking the Waves,0
1355,Nightwatch,2
1356,Star Trek: First Contact,13
1357,Shine,12
1358,Sling Blade,0
1359,Jingle All the Way,7
1361,Paradise Lost: The Child Murders at Robin Hood Hills,8
1363,"Preacher's Wife, The",0
1365,Ridicule,0
1366,"Crucible, The",0
1367,101 Dalmatians,17
1370,Die Hard 2,3
1371,Star Trek: The Motion Picture,13
1372,Star Trek VI: The Undiscovered Country,14
1373,Star Trek V: The Final Frontier,14
1374,Star Trek II: The Wrath of Khan,13
1375,Star Trek III: The Search for Spock,13
1376,Star Trek IV: The Voyage Home,13
1377,Batman Returns,16
1378,Young Guns,7
1379,Young Guns II,14
1380,Grease,11
1381,Grease 2,11
1382,Marked for Death,0
1385,Under Siege,6
1387,Jaws,2
1388,Jaws 2,2
1389,Jaws 3-D,2
1390,My Fellow Americans,7
1391,Mars Attacks!,14
1392,Citizen Ruth,1
1393,Jerry Maguire,12
1394,Raising Arizona,7
1395,Tin Men,1
1396,Sneakers,16
1397,Bastard Out of Carolina,0
1398,In Love and War,12
1399,Marvin's Room,0
1401,Ghosts of Mississippi,0
1405,Beavis and Butt-Head Do America,17
1406,La Cérémonie,9
1407,Scream,2
1408,"Last of the Mohicans, The",14
1409,Michael,10
1411,Hamlet,12
1412,Some Mother's Son,0
1413,"Whole Wide World, The",0
1414,Mother,7
1415,"Thieves (Voleurs, Les)",12
1416,Evita,0
1417,"Portrait of a Lady, The",0
1419,Walkabout,0
1422,Murder at 1600,9
1423,Hearts and Minds,0
1425,Fierce Creatures,7
1426,Zeus and Roxanne,8
1427,Turbulence,14
1428,Angel Baby,0
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),3
1430,Underworld,7
1431,Beverly Hills Ninja,7
1432,Metro,16
1437,"Cement Garden, The",0
1438,Dante's Peak,14
1439,Meet Wally Sparks,7
1440,Amos & Andrew,7
1441,Benny & Joon,11
1442,Prefontaine,0
1445,McHale's Navy,7
1446,Kolya (Kolja),1
1447,Gridlock'd,8
1449,Waiting for Guffman,7
1453,"Beautician and the Beast, The",11
1454,SubUrbia,1
1456,"Pest, The",7
1457,Fools Rush In,10
1458,Touch,12
1459,Absolute Power,5
1460,That Darn Cat,7
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),7
1464,Lost Highway,12
1465,Rosewood,0
1466,Donnie Brasco,9
1468,Booty Call,11
1473,Best Men,16
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),7
1475,Kama Sutra: A Tale of Love,12
1476,Private Parts,1
1477,Love Jones,12
1479,"Saint, The",14
1480,Smilla's Sense of Snow,6
1483,Crash,6
1484,"Daytrippers, The",10
1485,Liar Liar,7
1487,Selena,0
1488,"Devil's Own, The",6
1489,Cats Don't Dance,4
1490,B*A*P*S,7
1493,Love and Other Catastrophes,12
1495,Turbo: A Power Rangers Movie,3
1496,Anna Karenina,12
1497,Double Team,14
1498,Inventing the Abbotts,12
1499,Anaconda,3
1500,Grosse Pointe Blank,11
1502,Kissed,12
1503,8 Heads in a Duffel Bag,7
1507,Paradise Road,0
1513,Romy and Michele's High School Reunion,7
1514,Temptress Moon (Feng Yue),12
1515,Volcano,6
1516,Children of the Revolution,7
1517,Austin Powers: International Man of Mystery,3
1518,Breakdown,14
1519,Broken English,0
1526,Fathers' Day,7
1527,"Fifth Element, The",13
1529,Nowhere,1
1533,"Promise, The (La promesse)",0
1537,Shall We Dance? (Shall We Dansu?),10
1541,Addicted to Love,11
1542,Brassed Off,10
1544,"Lost World: Jurassic Park, The",13
1545,Ponette,0
1546,Schizopolis,7
1547,Shiloh,0
1549,Rough Magic,12
1550,Trial and Error,11
1551,Buddy,4
1552,Con Air,3
1554,"Pillow Book, The",12
1556,Speed 2: Cruise Control,14
1562,Batman & Robin,3
1564,For Roseanna (Roseanna's Grave),10
1565,Head Above Water,7
1566,Hercules,17
1569,My Best Friend's Wedding,11
1571,When the Cat's Away (Chacun cherche son chat),11
1572,"Contempt (Mépris, Le)",0
1573,Face/Off,16
1574,Fall,12
1580,Men in Black (a.k.a. MIB),14
1581,Out to Sea,7
1582,Wild America,4
1583,"Simple Wish, A",4
1584,Contact,0
1585,Love Serenade,7
1586,G.I. Jane,0
1587,Conan the Barbarian,3
1588,George of the Jungle,7
1589,Cop Land,16
1590,Event Horizon,15
1591,Spawn,13
1592,Air Bud,7
1593,Picture Perfect,11
1594,In the Company of Men,1
1596,Career Girls,0
1597,Conspiracy Theory,6
1598,Desperate Measures,9
1599,Steel,14
1600,She's So Lovely,12
1601,Hoodlum,9
1602,Leave It to Beaver,7
1603,Mimic,15
1604,Money Talks,7
1605,Excess Baggage,12
1606,Kull the Conqueror,3
1608,Air Force One,14
1609,187 (One Eight Seven),6
1610,"Hunt for Red October, The",3
1611,My Own Private Idaho,12
1612,"Kiss Me, Guido",7
1613,Star Maps,0
1614,In & Out,7
1615,"Edge, The",0
1616,"Peacemaker, The",14
1617,L.A. Confidential,5
1619,Seven Years in Tibet,0
1620,Kiss the Girls,9
1621,Soul Food,0
1623,Wishmaster,2
1624,"Thousand Acres, A",0
1625,"Game, The",6
1626,Fire Down Below,6
1627,U Turn,9
1629,"MatchMaker, The",11
1631,"Assignment, The",14
1633,Ulee's Gold,0
1635,"Ice Storm, The",0
1639,Chasing Amy,10
1641,"Full Monty, The",1
1642,Indian Summer (a.k.a. Alive & Kicking),1
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",12
1644,I Know What You Did Last Summer,2
1645,The Devil's Advocate,6
1646,RocketMan (a.k.a. Rocket Man),11
1647,Playing God,9
1648,"House of Yes, The",1
1649,"Fast, Cheap & Out of Control",8
1650,Washington Square,0
1652,Year of the Horse,8
1653,Gattaca,6
1654,FairyTale: A True Story,4
1655,Phantoms,6
1656,Swept from the Sea,12
1658,"Life Less Ordinary, A",5
1659,Hurricane Streets,0
1660,Eve's Bayou,0
1661,Switchback,5
1662,Gang Related,8
1663,Stripes,7
1665,Bean,7
1667,Mad City,0
1670,Welcome to Sarajevo,0
1671,Deceiver,9
1672,"Rainmaker, The",0
1673,Boogie Nights,0
1674,Witness,12
1675,Incognito,5
1676,Starship Troopers,14
1677,Critical Care,1
1678,"Joy Luck Club, The",12
1679,Chairman of the Board,7
1680,Sliding Doors,12
1681,Mortal Kombat: Annihilation,3
1682,"Truman Show, The",1
1683,"Wings of the Dove, The",12
1684,Mrs. Dalloway,12
1685,"I Love You, I Love You Not",12
1686,Red Corner,5
1687,"Jackal, The",14
1688,Anastasia,4
1689,"Man Who Knew Too Little, The",5
1690,Alien: Resurrection,15
1693,Amistad,0
1694,"Apostle, The",0
1695,Artemisia,0
1696,Bent,0
1699,"Butcher Boy, The",1
1701,Deconstructing Harry,1
1702,Flubber,17
1703,For Richer or Poorer,7
1704,Good Will Hunting,12
1707,Home Alone 3,7
1711,Midnight in the Garden of Good and Evil,9
1713,Mouse Hunt,7
1717,Scream 2,2
1718,Stranger in the House,5
1719,"Sweet Hereafter, The",0
1721,Titanic,12
1722,Tomorrow Never Dies,3
1726,"Postman, The",13
1727,"Horse Whisperer, The",12
1729,Jackie Brown,9
1730,Kundun,0
1731,Mr. Magoo,7
1732,"Big Lebowski, The",7
1733,Afterglow,12
1734,My Life in Pink (Ma vie en rose),1
1735,Great Expectations,12
1739,3 Ninjas: High Noon On Mega Mountain,7
1746,Senseless,7
1747,Wag the Dog,7
1748,Dark City,13
1752,Hard Rain,16
1753,Half Baked,7
1754,Fallen,9
1755,Shooting Fish,11
1757,Fallen Angels (Duo luo tian shi),12
1759,"Four Days in September (O Que É Isso, Companheiro?)",0
1760,Spice World,7
1762,Deep Rising,15
1767,Music From Another Room,12
1769,"Replacement Killers, The",16
1770,B. Monkey,5
1771,Night Flier,2
1772,Blues Brothers 2000,7
1777,"Wedding Singer, The",11
1779,Sphere,15
1783,Palmetto,9
1784,As Good as It Gets,10
1785,King of New York,5
1791,Twilight,9
1792,U.S. Marshals,16
1793,Welcome to Woop-Woop,7
1794,Love and Death on Long Island,1
1797,Everest,8
1798,Hush,5
1799,Suicide Kings,9
1801,"Man in the Iron Mask, The",3
1804,"Newton Boys, The",9
1805,Wild Things,9
1806,Paulie,17
1807,"Cool, Dry Place, A",0
1809,Fireworks (Hana-bi),9
1810,Primary Colors,1
1812,Wide Awake,1
1816,Two Girls and a Guy,1
1821,"Object of My Affection, The",11
1824,Homegrown,7
1825,The Players Club,1
1826,Barney's Great Adventure,4
1827,"Big One, The",7
1829,Chinese Box,12
1831,Lost in Space,13
1833,Mercury Rising,6
1834,"Spanish Prisoner, The",9
1835,City of Angels,12
1836,"Last Days of Disco, The",1
1837,"Odd Couple II, The",7
1839,My Giant,7
1840,He Got Game,0
1841,"Gingerbread Man, The",6
1844,Live Flesh (Carne trémula),12
1845,Zero Effect,5
1848,"Borrowers, The",17
1855,Krippendorf's Tribe,7
1856,Kurt & Courtney,8
1857,"Real Blonde, The",7
1858,Mr. Nice Guy (Yat goh ho yan),7
1859,Taste of Cherry (Ta'm e guilass),0
1860,Character (Karakter),0
1862,Species II,15
1863,Major League: Back to the Minors,7
1866,"Big Hit, The",16
1867,Tarzan and the Lost City,3
1870,"Dancer, Texas Pop. 81",1
1873,"Misérables, Les",12
1875,Clockwatchers,7
1876,Deep Impact,6
1881,Quest for Camelot,4
1882,Godzilla,14
1883,Bulworth,10
1884,Fear and Loathing in Las Vegas,1
1885,"Opposite of Sex, The",10
1887,Almost Heroes,7
1888,Hope Floats,10
1889,Insomnia,6
1891,"Ugly, The",2
1892,"Perfect Murder, A",5
1893,Beyond Silence (Jenseits der Stille),0
1894,Six Days Seven Nights,11
1895,Can't Hardly Wait,10
1897,High Art,12
1900,"Children of Heaven, The (Bacheha-Ye Aseman)",1
1902,Dream for an Insomniac,12
1904,Henry Fool,1
1906,Mr. Jealousy,11
1907,Mulan,17
1909,"X-Files: Fight the Future, The",16
1910,I Went Down,1
1911,Dr. Dolittle,7
1912,Out of Sight,10
1913,Picnic at Hanging Rock,0
1914,Smoke Signals,1
1916,Buffalo '66 (a.k.a. Buffalo 66),12
1917,Armageddon,14
1918,Lethal Weapon 4,16
1919,Madeline,7
1920,Small Soldiers,4
1921,Pi,6
1922,Whatever,0
1923,There's Something About Mary,11
1924,Plan 9 from Outer Space,15
1926,"Broadway Melody, The",8
1927,All Quiet on the Western Front,0
1928,Cimarron,0
1929,Grand Hotel,12
1931,Mutiny on the Bounty,0
1932,"Great Ziegfeld, The",0
1933,"Life of Emile Zola, The",0
1934,You Can't Take It with You,11
1936,Mrs. Miniver,0
1937,Going My Way,1
1938,"Lost Weekend, The",0
1939,"Best Years of Our Lives, The",0
1940,Gentleman's Agreement,0
1941,Hamlet,0
1942,All the King's Men,0
1944,From Here to Eternity,12
1945,On the Waterfront,9
1946,Marty,12
1947,West Side Story,12
1948,Tom Jones,11
1949,"Man for All Seasons, A",0
1950,In the Heat of the Night,0
1951,Oliver!,0
1952,Midnight Cowboy,0
1953,"French Connection, The",16
1954,Rocky,0
1955,Kramer vs. Kramer,0
1956,Ordinary People,0
1957,Chariots of Fire,0
1958,Terms of Endearment,1
1959,Out of Africa,12
1960,"Last Emperor, The",0
1961,Rain Man,0
1962,Driving Miss Daisy,0
1963,Take the Money and Run,7
1964,Klute,0
1965,Repo Man,7
1966,Metropolitan,7
1967,Labyrinth,4
1968,"Breakfast Club, The",1
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A",2
1970,"Nightmare on Elm Street 3: Dream Warriors, A",2
1971,"Nightmare on Elm Street 4: The Dream Master, A",2
1972,"Nightmare on Elm Street 5: The Dream Child, A",2
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",2
1974,Friday the 13th,2
1975,Friday the 13th Part 2,2
1976,Friday the 13th Part 3: 3D,2
1977,Friday the 13th Part IV: The Final Chapter,2
1978,Friday the 13th Part V: A New Beginning,2
1979,Friday the 13th Part VI: Jason Lives,2
1980,Friday the 13th Part VII: The New Blood,2
1981,Friday the 13th Part VIII: Jason Takes Manhattan,2
1982,Halloween,2
1983,Halloween II,2
1984,Halloween III: Season of the Witch,2
1985,Halloween 4: The Return of Michael Myers,2
1986,Halloween 5: The Revenge of Michael Myers,2
1987,Prom Night,2
1990,Prom Night IV: Deliver Us From Evil,2
1991,Child's Play,2
1992,Child's Play 2,2
1993,Child's Play 3,2
1994,Poltergeist,2
1995,Poltergeist II: The Other Side,2
1996,Poltergeist III,2
1997,"Exorcist, The",2
1998,Exorcist II: The Heretic,2
1999,"Exorcist III, The",2
2000,Lethal Weapon,16
2001,Lethal Weapon 2,16
2002,Lethal Weapon 3,16
2003,Gremlins,7
2004,Gremlins 2: The New Batch,7
2005,"Goonies, The",17
2006,"Mask of Zorro, The",11
2007,Polish Wedding,7
2008,"This World, Then the Fireworks",9
2009,Soylent Green,6
2010,Metropolis,0
2011,Back to the Future Part II,13
2012,Back to the Future Part III,13
2013,"Poseidon Adventure, The",3
2014,Freaky Friday,17
2015,"Absent-Minded Professor, The",17
2016,"Apple Dumpling Gang Rides Again, The",7
2017,Babes in Toyland,4
2018,Bambi,4
2019,Seven Samurai (Shichinin no samurai),3
2020,Dangerous Liaisons,12
2021,Dune,13
2022,"Last Temptation of Christ, The",0
2023,"Godfather: Part III, The",9
2024,"Rapture, The",0
2025,Lolita,12
2026,Disturbing Behavior,2
2027,Jane Austen's Mafia!,7
2028,Saving Private Ryan,0
2032,"Barefoot Executive, The",7
2033,"Black Cauldron, The",4
2034,"Black Hole, The",15
2035,Blackbeard's Ghost,7
2036,Blank Check,7
2037,Candleshoe,17
2038,"Cat from Outer Space, The",7
2040,"Computer Wore Tennis Shoes, The",7
2041,Condorman,3
2042,D2: The Mighty Ducks,7
2043,Darby O'Gill and the Little People,4
2044,"Devil and Max Devlin, The",7
2046,Flight of the Navigator,13
2048,"Great Mouse Detective, The",16
2050,Herbie Goes Bananas,17
2051,Herbie Goes to Monte Carlo,17
2052,Hocus Pocus,17
2053,"Honey, I Blew Up the Kid",7
2054,"Honey, I Shrunk the Kids",17
2055,Hot Lead and Cold Feet,7
2056,In Search of the Castaways,4
2057,"Incredible Journey, The",4
2058,"Negotiator, The",16
2059,"Parent Trap, The",11
2060,BASEketball,7
2064,Roger & Me,8
2065,"Purple Rose of Cairo, The",10
2066,Out of the Past,8
2067,Doctor Zhivago,12
2068,Fanny and Alexander (Fanny och Alexander),0
2069,"Trip to Bountiful, The",0
2070,Tender Mercies,12
2071,And the Band Played On,0
2072,"'burbs, The",7
2073,Fandango,7
2074,"Night Porter, The (Portiere di notte, Il)",12
2075,Mephisto,0
2076,Blue Velvet,6
2077,"Journey of Natty Gann, The",4
2078,"Jungle Book, The",17
2080,Lady and the Tramp,17
2081,"Little Mermaid, The",17
2082,"Mighty Ducks, The",7
2083,"Muppet Christmas Carol, The",7
2084,Newsies,8
2085,101 Dalmatians (One Hundred and One Dalmatians),4
2087,Peter Pan,4
2088,Popeye,7
2089,"Rescuers Down Under, The",4
2090,"Rescuers, The",4
2091,Return from Witch Mountain,15
2092,"Return of Jafar, The",4
2093,Return to Oz,4
2094,"Rocketeer, The",13
2095,"Shaggy D.A., The",7
2096,Sleeping Beauty,4
2097,Something Wicked This Way Comes,6
2098,Son of Flubber,7
2099,Song of the South,4
2100,Splash,11
2102,Steamboat Willie,17
2103,Tall Tale,4
2104,Tex,0
2105,Tron,13
2106,Swing Kids,0
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),2
2108,L.A. Story,11
2109,"Jerk, The",7
2110,Dead Men Don't Wear Plaid,5
2111,"Man with Two Brains, The",7
2112,Grand Canyon,9
2114,"Outsiders, The",0
2115,Indiana Jones and the Temple of Doom,3
2116,"Lord of the Rings, The",4
2117,1984 (Nineteen Eighty-Four),0
2118,"Dead Zone, The",5
2119,Maximum Overdrive,2
2120,Needful Things,0
2121,Cujo,2
2122,Children of the Corn,2
2123,All Dogs Go to Heaven,17
2124,"Addams Family, The",17
2125,Ever After: A Cinderella Story,10
2126,Snake Eyes,16
2130,Atlantic City,12
2131,Autumn Sonata (Höstsonaten),0
2132,Who's Afraid of Virginia Woolf?,0
2133,Adventures in Babysitting,7
2134,Weird Science,7
2135,Doctor Dolittle,4
2136,"Nutty Professor, The",7
2137,Charlotte's Web,4
2138,Watership Down,4
2139,"Secret of NIMH, The",4
2140,"Dark Crystal, The",4
2141,"American Tail, An",17
2142,"American Tail: Fievel Goes West, An",4
2143,Legend,4
2144,Sixteen Candles,11
2145,Pretty in Pink,10
2146,St. Elmo's Fire,12
2147,"Clan of the Cave Bear, The",0
2148,House,2
2149,House II: The Second Story,2
2150,"Gods Must Be Crazy, The",7
2151,"Gods Must Be Crazy II, The",7
2152,Air Bud: Golden Receiver,7
2153,"Avengers, The",3
2154,How Stella Got Her Groove Back,12
2155,"Slums of Beverly Hills, The",1
2156,"Best Man, The (Testimone dello sposo, Il)",10
2159,Henry: Portrait of a Serial Killer,5
2160,Rosemary's Baby,6
2161,"NeverEnding Story, The",4
2162,"NeverEnding Story II: The Next Chapter, The",4
2163,Attack of the Killer Tomatoes!,7
2164,Surf Nazis Must Die,1
2165,Your Friends and Neighbors,1
2166,Return to Paradise,9
2167,Blade,2
2169,Dead Man on Campus,7
2170,Wrongfully Accused,7
2171,Next Stop Wonderland,10
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",1
2174,Beetlejuice,7
2175,Déjà Vu,12
2176,Rope,9
2177,Family Plot,7
2178,Frenzy,5
2179,Topaz,5
2180,Torn Curtain,5
2181,Marnie,6
2182,"Wrong Man, The",6
2183,"Man Who Knew Too Much, The",6
2184,"Trouble with Harry, The",7
2185,I Confess,5
2186,Strangers on a Train,9
2187,Stage Fright,5
2188,54,0
2190,Why Do Fools Fall In Love?,0
2193,Willow,3
2194,"Untouchables, The",16
2195,Dirty Work,7
2196,Knock Off,14
2201,"Paradine Case, The",0
2202,Lifeboat,0
2203,Shadow of a Doubt,9
2204,Saboteur,5
2205,Mr. & Mrs. Smith,11
2206,Suspicion,5
2207,Jamaica Inn,0
2208,"Lady Vanishes, The",6
2210,Sabotage,5
2211,Secret Agent,5
2212,"Man Who Knew Too Much, The",6
2226,"Ring, The",0
2227,"Lodger: A Story of the London Fog, The",9
2231,Rounders,0
2232,Cube,15
2236,Simon Birch,0
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),1
2240,My Bodyguard,0
2241,Class,7
2243,Broadcast News,10
2244,"Allnighter, The",11
2245,Working Girl,10
2247,Married to the Mob,7
2248,Say Anything...,10
2249,My Blue Heaven,7
2252,Hero,1
2253,Toys,7
2255,Young Doctors in Love,7
2256,Parasite,15
2257,No Small Affair,11
2259,Blame It on Rio,11
2260,Wisdom,9
2261,One Crazy Summer,7
2262,About Last Night...,10
2263,"Seventh Sign, The",6
2264,We're No Angels,7
2265,Nothing But Trouble,7
2266,"Butcher's Wife, The",11
2267,Mortal Thoughts,5
2268,"Few Good Men, A",9
2269,Indecent Proposal,12
2271,Permanent Midnight,0
2272,One True Thing,0
2273,Rush Hour,16
2275,Six-String Samurai,13
2278,Ronin,16
2279,Urban Legend,2
2280,Clay Pigeons,8
2281,Monument Ave.,16
2282,Pecker,1
2283,"Sheltering Sky, The",0
2286,"Fiendish Plot of Dr. Fu Manchu, The",7
2287,Them!,15
2288,"Thing, The",15
2289,"Player, The",1
2290,Stardust Memories,1
2291,Edward Scissorhands,12
2292,Overnight Delivery,11
2294,Antz,17
2295,"Impostors, The",7
2296,"Night at the Roxbury, A",7
2297,What Dreams May Come,12
2298,Strangeland,5
2300,"Producers, The",7
2301,History of the World: Part I,7
2302,My Cousin Vinny,7
2303,Nashville,0
2304,Love Is the Devil,0
2306,Holy Man,7
2307,One Tough Cop,16
2310,"Mighty, The",0
2311,2010: The Year We Make Contact,15
2312,Children of a Lesser God,0
2313,"Elephant Man, The",0
2314,Beloved,0
2315,Bride of Chucky (Child's Play 4),2
2316,Practical Magic,12
2318,Happiness,1
2320,Apt Pupil,6
2321,Pleasantville,1
2322,Soldier,14
2323,"Cruise, The",8
2324,Life Is Beautiful (La Vita è bella),10
